title,summary,source,time_published,topics,overall_sentiment_label,overall_sentiment_score,ticker
The Zacks Analyst Blog Highlights Johnson & Johnson and Pfizer,Johnson & Johnson and Pfizer are part of the Zacks top Analyst ...,Zacks Commentary,20250404T130400,"[{'topic': 'Earnings', 'relevance_score': '0.99393'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.54554'}]",Somewhat-Bullish,0.175722,JNJ
"Trump's Tariff Exemptions Include Semiconductors, Pharmaceuticals, Oil And More - Broadcom  ( NASDAQ:AVGO ) ","Semiconductors, lumber, gold and oil are among the imports exempt from Trump's retaliatory tariffs. Pharmaceutical stocks are defying Thursday's broad market drop with shares of AbbVie and Johnson & Johnson both green.",Benzinga,20250403T163042,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.858979'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",Neutral,0.116352,JNJ
JNJ vs. PFE: Which Drug Giant is a Better Buy Now?,Both JNJ & PFE expect their sales and profits to improve in 2025.,Zacks Commentary,20250403T135900,"[{'topic': 'Earnings', 'relevance_score': '0.99393'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}]",Somewhat-Bullish,0.169279,JNJ
Worried About the Economy? 2 No-Brainer Buys to Shield Your Portfolio.,"The Nasdaq Composite ( NASDAQINDEX: ^IXIC ) and the S&P 500 ( SNPINDEX: ^GSPC ) sank, shifting in and out of correction territory in the first quarter of the year for one big reason: investors have been worried about the economy.",Motley Fool,20250402T221500,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.650727'}, {'topic': 'Earnings', 'relevance_score': '0.99994'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}]",Somewhat-Bullish,0.259184,JNJ
Johnson & Johnson  ( JNJ )  Exceeds Market Returns: Some Facts to Consider,"The latest trading day saw Johnson & Johnson (JNJ) settling at $155.36, representing a +1.38% change from its previous close.",Zacks Commentary,20250402T214515,"[{'topic': 'Earnings', 'relevance_score': '0.986564'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}]",Somewhat-Bullish,0.195116,JNJ
NANOBIOTIX Provides Business Update and Reports Full Year 2024 Financial Results,"Conference call and webcast scheduled for April 3, 2025 at 8:00 A.M. EDT / 2:00 P.M. CEST ...",GlobeNewswire,20250402T201500,"[{'topic': 'Earnings', 'relevance_score': '0.918141'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.495866'}]",Neutral,0.116867,JNJ
Peerage Realty Partners Welcomes New CEO,"TORONTO, April 02, 2025 ( GLOBE NEWSWIRE ) -- Peerage Realty Partners, the prominent leader in luxury residential real estate markets across North America, welcomes Tara Brown to her new role as CEO, Peerage Realty Partners.",Benzinga,20250402T185146,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",Bullish,0.415805,JNJ
"Will Johnson & Johnson Rally? The Sell-Off May Have Ended - Intra-Cellular Therapies  ( NASDAQ:ITCI ) , Johnson & Johnson  ( NYSE:JNJ ) ","Shares of Johnson & Johnson suffered a significant selloff yesterday The stock found support at a level that had been resistance. Learn how to trade volatility during Q1 earnings season, live with Matt Maley on Wednesday, April 2 at 6 PM ET. Register for free now.",Benzinga,20250402T162656,"[{'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.955357'}]",Neutral,0.073229,JNJ
Why Investors Need to Take Advantage of These 2 Medical Stocks Now,Investors looking for ways to find stocks that are set to beat quarterly earnings estimates should check out the Zacks Earnings ESP.,Zacks Commentary,20250402T125008,"[{'topic': 'Earnings', 'relevance_score': '0.999682'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}]",Bullish,0.360791,JNJ
2 Unstoppable Stocks That Could Grow More Than 200% in 10 Years,"Netflix ( NASDAQ: NFLX ) and Intuitive Surgical ( NASDAQ: ISRG ) are leaders in their respective industries, and have produced market-beating returns over long periods. Some might argue that the best is in the rearview mirror for these corporations, considering how well they've performed in the ...",Motley Fool,20250402T094500,"[{'topic': 'Earnings', 'relevance_score': '0.161647'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.254959,JNJ
"Stock Market News For Apr 2, 2025",Wall Street closed mixed on Tuesday to finish the first trading day of second-quarter 2025 after a choppy session.,Zacks Commentary,20250402T081900,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.451494'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}]",Neutral,-0.009701,JNJ
"NMAX, WTF, JNJ, HIMS, TSLA: Top 5 Trending Stocks Today - Hims & Hers Health  ( NYSE:HIMS ) , Johnson & Johnson  ( NYSE:JNJ ) ","U.S. stocks closed higher on Tuesday, with the Nasdaq Composite climbing 0.9% to 17,449.89. The S&P 500 added nearly 0.4%, finishing at 5,633.07, while the Dow edged down 0.03% to 41,989.96. Market optimism was supported by a 0.7% rise in U.S. construction spending for February.",Benzinga,20250402T022727,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'IPO', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",Neutral,0.082659,JNJ
Why Johnson & Johnson Stock Is Sinking Today,"Shares of Johnson & Johnson ( NYSE: JNJ ) are tumbling on Tuesday. The company's stock lost 6.3% as of 2:25 p.m. ET. The drop comes as the S&P 500 and Nasdaq Composite were down 0.4% and 0.1%, respectively.The healthcare giant was rebuffed by a judge in its latest attempt to settle its yearslong ...",Motley Fool,20250401T183812,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",Somewhat-Bearish,-0.274999,JNJ
"Wall Street Inches Up Ahead Of Tariff Day, Tesla Rallies, J&J Tumbles: What's Driving Markets Tuesday? - American Airlines Group  ( NASDAQ:AAL ) ","Wall Street treaded cautiously as Trump's sweeping 20% import tariff plan loomed over $3 trillion in annual goods. Goods producers front-loaded orders, lifting inventories and driving input costs to a three-year high, survey data showed. The 'Trade of the Day' is now live.",Benzinga,20250401T172747,"[{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Finance', 'relevance_score': '0.166667'}, {'topic': 'Financial Markets', 'relevance_score': '0.650727'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.166667'}]",Neutral,0.06306,JNJ
Can Johnson & Johnson  ( JNJ )  Keep the Earnings Surprise Streak Alive?,Johnson & Johnson (JNJ) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,Zacks Commentary,20250401T161011,"[{'topic': 'Earnings', 'relevance_score': '0.999953'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.333937,JNJ
US Judge Rejects Another Johnson & Johnson Attempt To Use Bankruptcy For Talc Cancer Claims - Johnson & Johnson  ( NYSE:JNJ ) ,"A U.S. bankruptcy court rejected J&J subsidiary Red River Talc's prepackaged bankruptcy plan. J&J will litigate talc lawsuits instead of settling, reversing $7 billion in legal reserves and challenging plaintiff claims in court.",Benzinga,20250401T135117,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}]",Somewhat-Bearish,-0.221286,JNJ
"This Recession-Proof Stock Soared Through the Dot-Com Bust, the Financial Crisis, and the 2022 Inflation Spike. Is It a No-Brainer Buy for the Trump Tariff Era?","President Donald Trump has barely been in office for two months, but his policies and proposals have already rocked the stock market.The S&P 500 slipped into a brief correction in March, and the Nasdaq Composite remains there today.",Motley Fool,20250401T134500,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.999612'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}]",Neutral,0.072983,JNJ
J&J's Third Bankruptcy Attempt to End Talc Suits Rejected,J&J fails in its third attempt to settle tens of thousands of lawsuits claiming its talc-based powder caused cancer.,Zacks Commentary,20250401T133000,"[{'topic': 'Earnings', 'relevance_score': '0.682689'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}]",Neutral,-0.113917,JNJ
